实验名称,检测方法,模板文件,模板分区,字段位置,字段名称,原模板内容,输入类型,字段键
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R6C5,破裂/裂开（第5条）,□无 □有,checkbox,t8_r5_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R6C6,单样判定（第5条）,□合格 □不合格,checkbox,t8_r5_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R6C7,异常描述/照片编号（第5条）,,text,t8_r5_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R7C1,样品编号（第6条）,,text,t8_r6_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R7C2,初始外观（第6条）,□无 □有,checkbox,t8_r6_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R7C3,裂纹（第6条）,□无 □有,checkbox,t8_r6_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R7C4,崩瓷（第6条）,□无 □有,checkbox,t8_r6_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R7C5,破裂/裂开（第6条）,□无 □有,checkbox,t8_r6_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R7C6,单样判定（第6条）,□合格 □不合格,checkbox,t8_r6_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R7C7,异常描述/照片编号（第6条）,,text,t8_r6_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R8C1,样品编号（第7条）,,text,t8_r7_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R8C2,初始外观（第7条）,□无 □有,checkbox,t8_r7_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R8C3,裂纹（第7条）,□无 □有,checkbox,t8_r7_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R8C4,崩瓷（第7条）,□无 □有,checkbox,t8_r7_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R8C5,破裂/裂开（第7条）,□无 □有,checkbox,t8_r7_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R8C6,单样判定（第7条）,□合格 □不合格,checkbox,t8_r7_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R8C7,异常描述/照片编号（第7条）,,text,t8_r7_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R9C1,样品编号（第8条）,,text,t8_r8_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R9C2,初始外观（第8条）,□无 □有,checkbox,t8_r8_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R9C3,裂纹（第8条）,□无 □有,checkbox,t8_r8_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R9C4,崩瓷（第8条）,□无 □有,checkbox,t8_r8_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R9C5,破裂/裂开（第8条）,□无 □有,checkbox,t8_r8_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R9C6,单样判定（第8条）,□合格 □不合格,checkbox,t8_r8_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R9C7,异常描述/照片编号（第8条）,,text,t8_r8_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R10C1,样品编号（第9条）,,text,t8_r9_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R10C2,初始外观（第9条）,□无 □有,checkbox,t8_r9_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R10C3,裂纹（第9条）,□无 □有,checkbox,t8_r9_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R10C4,崩瓷（第9条）,□无 □有,checkbox,t8_r9_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R10C5,破裂/裂开（第9条）,□无 □有,checkbox,t8_r9_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R10C6,单样判定（第9条）,□合格 □不合格,checkbox,t8_r9_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R10C7,异常描述/照片编号（第9条）,,text,t8_r9_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R11C1,样品编号（第10条）,,text,t8_r10_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R11C2,初始外观（第10条）,□无 □有,checkbox,t8_r10_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R11C3,裂纹（第10条）,□无 □有,checkbox,t8_r10_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R11C4,崩瓷（第10条）,□无 □有,checkbox,t8_r10_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R11C5,破裂/裂开（第10条）,□无 □有,checkbox,t8_r10_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R11C6,单样判定（第10条）,□合格 □不合格,checkbox,t8_r10_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R11C7,异常描述/照片编号（第10条）,,text,t8_r10_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R12C1,样品编号（第11条）,,text,t8_r11_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R12C2,初始外观（第11条）,□无 □有,checkbox,t8_r11_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R12C3,裂纹（第11条）,□无 □有,checkbox,t8_r11_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R12C4,崩瓷（第11条）,□无 □有,checkbox,t8_r11_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R12C5,破裂/裂开（第11条）,□无 □有,checkbox,t8_r11_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R12C6,单样判定（第11条）,□合格 □不合格,checkbox,t8_r11_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R12C7,异常描述/照片编号（第11条）,,text,t8_r11_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R13C1,样品编号（第12条）,,text,t8_r12_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R13C2,初始外观（第12条）,□无 □有,checkbox,t8_r12_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R13C3,裂纹（第12条）,□无 □有,checkbox,t8_r12_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R13C4,崩瓷（第12条）,□无 □有,checkbox,t8_r12_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R13C5,破裂/裂开（第12条）,□无 □有,checkbox,t8_r12_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R13C6,单样判定（第12条）,□合格 □不合格,checkbox,t8_r12_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R13C7,异常描述/照片编号（第12条）,,text,t8_r12_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R14C1,样品编号（第13条）,,text,t8_r13_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R14C2,初始外观（第13条）,□无 □有,checkbox,t8_r13_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R14C3,裂纹（第13条）,□无 □有,checkbox,t8_r13_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R14C4,崩瓷（第13条）,□无 □有,checkbox,t8_r13_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R14C5,破裂/裂开（第13条）,□无 □有,checkbox,t8_r13_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R14C6,单样判定（第13条）,□合格 □不合格,checkbox,t8_r13_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R14C7,异常描述/照片编号（第13条）,,text,t8_r13_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R15C1,样品编号（第14条）,,text,t8_r14_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R15C2,初始外观（第14条）,□无 □有,checkbox,t8_r14_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R15C3,裂纹（第14条）,□无 □有,checkbox,t8_r14_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R15C4,崩瓷（第14条）,□无 □有,checkbox,t8_r14_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R15C5,破裂/裂开（第14条）,□无 □有,checkbox,t8_r14_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R15C6,单样判定（第14条）,□合格 □不合格,checkbox,t8_r14_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R15C7,异常描述/照片编号（第14条）,,text,t8_r14_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R16C1,样品编号（第15条）,,text,t8_r15_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R16C2,初始外观（第15条）,□无 □有,checkbox,t8_r15_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R16C3,裂纹（第15条）,□无 □有,checkbox,t8_r15_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R16C4,崩瓷（第15条）,□无 □有,checkbox,t8_r15_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R16C5,破裂/裂开（第15条）,□无 □有,checkbox,t8_r15_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R16C6,单样判定（第15条）,□合格 □不合格,checkbox,t8_r15_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R16C7,异常描述/照片编号（第15条）,,text,t8_r15_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R17C1,样品编号（第16条）,,text,t8_r16_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R17C2,初始外观（第16条）,□无 □有,checkbox,t8_r16_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R17C3,裂纹（第16条）,□无 □有,checkbox,t8_r16_c2
